date,Adj open,Adj close,,,open,close
2018-12-06,0.337083,0.310936,,1000,337.083,310.936
2018-12-05,0.352353,0.338242,,1000,352.353,338.242
2018-12-04,0.348534,0.352231,,1000,348.534,352.231
2018-12-03,0.368598,0.348754,,1000,368.598,348.754
2018-12-02,0.372162,0.367627,,1000,372.162,367.627
2018-12-01,0.362557,0.372906,,1000,362.557,372.906
2018-11-30,0.380538,0.362455,,1000,380.538,362.455
2018-11-29,0.391862,0.379562,,1000,391.862,379.562
2018-11-28,0.360313,0.390557,,1000,360.313,390.557
2018-11-27,0.353977,0.360163,,1000,353.977,360.163
2018-11-26,0.375553,0.355451,,1000,375.553,355.451
2018-11-25,0.374511,0.374551,,1000,374.511,374.551
2018-11-24,0.407844,0.375336,,1000,407.844,375.336
2018-11-23,0.425209,0.407428,,1000,425.209,407.428
2018-11-22,0.447948,0.42608,,1000,447.948,426.08
2018-11-21,0.436492,0.447651,,1000,436.492,447.651
2018-11-20,0.480279,0.434726,,1000,480.279,434.726
2018-11-19,0.510127,0.478166,,1000,510.127,478.166
2018-11-18,0.493419,0.510473,,1000,493.419,510.473
2018-11-17,0.472323,0.491654,,1000,472.323,491.654
2018-11-16,0.479232,0.471609,,1000,479.232,471.609
2018-11-15,0.472378,0.481708,,1000,472.378,481.708
2018-11-14,0.508372,0.474372,,1000,508.372,474.372
2018-11-13,0.516663,0.510112,,1000,516.663,510.112
2018-11-12,0.507833,0.517165,,1000,507.833,517.165
2018-11-11,0.506895,0.505913,,1000,506.895,505.913
2018-11-10,0.5003,0.506698,,1000,500.3,506.698
2018-11-09,0.492847,0.500668,,1000,492.847,500.668
2018-11-08,0.53664,0.493508,,1000,536.64,493.508
2018-11-07,0.549319,0.535707,,1000,549.319,535.707
2018-11-06,0.497102,0.54908,,1000,497.102,549.08
2018-11-05,0.461444,0.497412,,1000,461.444,497.412
2018-11-04,0.455225,0.462691,,1000,455.225,462.691
2018-11-03,0.458899,0.455667,,1000,458.899,455.667
2018-11-02,0.456506,0.458685,,1000,456.506,458.685
2018-11-01,0.44862,0.455722,,1000,448.62,455.722
2018-10-31,0.445268,0.448382,,1000,445.268,448.382
2018-10-30,0.441968,0.444759,,1000,441.968,444.759
2018-10-29,0.461598,0.441514,,1000,461.598,441.514
2018-10-28,0.457169,0.462406,,1000,457.169,462.406
2018-10-27,0.459176,0.456348,,1000,459.176,456.348
2018-10-26,0.456961,0.459288,,1000,456.961,459.288
2018-10-25,0.45578,0.458052,,1000,455.78,458.052
2018-10-24,0.461505,0.457237,,1000,461.505,457.237
2018-10-23,0.45307,0.462058,,1000,453.07,462.058
2018-10-22,0.456089,0.453109,,1000,456.089,453.109
2018-10-21,0.458863,0.456694,,1000,458.863,456.694
2018-10-20,0.453936,0.459151,,1000,453.936,459.151
2018-10-19,0.457344,0.454178,,1000,457.344,454.178
2018-10-18,0.467653,0.457725,,1000,467.653,457.725
2018-10-17,0.469701,0.468197,,1000,469.701,468.197
2018-10-16,0.448066,0.470253,,1000,448.066,470.253
2018-10-15,0.401654,0.447316,,1000,401.654,447.316
2018-10-14,0.418573,0.403286,,1000,418.573,403.286
2018-10-13,0.416294,0.418878,,1000,416.294,418.878
2018-10-12,0.379313,0.419115,,1000,379.313,419.115
2018-10-11,0.461497,0.38313,,1000,461.497,383.13
2018-10-10,0.479151,0.462387,,1000,479.151,462.387
2018-10-09,0.490604,0.479857,,1000,490.604,479.857
2018-10-08,0.484018,0.489751,,1000,484.018,489.751
2018-10-07,0.490268,0.482039,,1000,490.268,482.039
2018-10-06,0.519354,0.488082,,1000,519.354,488.082
2018-10-05,0.52753,0.519026,,1000,527.53,519.026
2018-10-04,0.528892,0.526606,,1000,528.892,526.606
2018-10-03,0.51722,0.528162,,1000,517.22,528.162
2018-10-02,0.577145,0.520837,,1000,577.145,520.837
2018-10-01,0.583511,0.576461,,1000,583.511,576.461
2018-09-30,0.568045,0.581572,,1000,568.045,581.572
2018-09-29,0.539412,0.571228,,1000,539.412,571.228
2018-09-28,0.54303,0.539112,,1000,543.03,539.112
2018-09-27,0.516478,0.541381,,1000,516.478,541.381
2018-09-26,0.520288,0.516308,,1000,520.288,516.308
2018-09-25,0.487622,0.526941,,1000,487.622,526.941
2018-09-24,0.570614,0.494712,,1000,570.614,494.712
2018-09-23,0.57522,0.570689,,1000,575.22,570.689
2018-09-22,0.565468,0.570798,,1000,565.468,570.798
2018-09-21,0.452836,0.561462,,1000,452.836,561.462
2018-09-20,0.326441,0.449918,,1000,326.441,449.918
2018-09-19,0.320324,0.326053,,1000,320.324,326.053
2018-09-18,0.271452,0.32186,,1000,271.452,321.86
2018-09-17,0.281545,0.272251,,1000,281.545,272.251
2018-09-16,0.281723,0.281166,,1000,281.723,281.166
2018-09-15,0.277006,0.282008,,1000,277.006,282.008
2018-09-14,0.281184,0.277159,,1000,281.184,277.159
2018-09-13,0.270783,0.280583,,1000,270.783,280.583
2018-09-12,0.263166,0.270087,,1000,263.166,270.087
2018-09-11,0.270167,0.26371,,1000,270.167,263.71
2018-09-10,0.280237,0.270321,,1000,280.237,270.321
2018-09-09,0.278661,0.27868,,1000,278.661,278.68
2018-09-08,0.291119,0.279333,,1000,291.119,279.333
2018-09-07,0.301431,0.291435,,1000,301.431,291.435
2018-09-06,0.2835,0.30271,,1000,283.5,302.71
2018-09-05,0.331465,0.283601,,1000,331.465,283.601
2018-09-04,0.335184,0.331652,,1000,335.184,331.652
2018-09-03,0.343137,0.335961,,1000,343.137,335.961
2018-09-02,0.347323,0.342523,,1000,347.323,342.523
2018-09-01,0.335313,0.347721,,1000,335.313,347.721
2018-08-31,0.335474,0.335332,,1000,335.474,335.332
2018-08-30,0.344546,0.335444,,1000,344.546,335.444
2018-08-29,0.350833,0.344803,,1000,350.833,344.803
2018-08-28,0.337527,0.351837,,1000,337.527,351.837
2018-08-27,0.323643,0.336903,,1000,323.643,336.903
2018-08-26,0.328162,0.323776,,1000,328.162,323.776
2018-08-25,0.32765,0.32823,,1000,327.65,328.23
2018-08-24,0.32739,0.327606,,1000,327.39,327.606
2018-08-23,0.319573,0.327709,,1000,319.573,327.709
2018-08-22,0.334434,0.319803,,1000,334.434,319.803
2018-08-21,0.318219,0.335177,,1000,318.219,335.177
2018-08-20,0.344451,0.319283,,1000,344.451,319.283
2018-08-19,0.327363,0.343978,,1000,327.363,343.978
2018-08-18,0.363027,0.3271,,1000,363.027,327.1
2018-08-17,0.292808,0.366676,,1000,292.808,366.676
2018-08-16,0.282034,0.292436,,1000,282.034,292.436
2018-08-15,0.276797,0.282005,,1000,276.797,282.005
2018-08-14,0.278738,0.274272,,1000,278.738,274.272
2018-08-13,0.297572,0.277466,,1000,297.572,277.466
2018-08-12,0.300604,0.29787,,1000,300.604,297.87
2018-08-11,0.321122,0.301262,,1000,321.122,301.262
2018-08-10,0.346167,0.320426,,1000,346.167,320.426
2018-08-09,0.333771,0.346771,,1000,333.771,346.771
2018-08-08,0.380875,0.331944,,1000,380.875,331.944
2018-08-07,0.413776,0.381006,,1000,413.776,381.006
2018-08-06,0.433886,0.414081,,1000,433.886,414.081
2018-08-05,0.42858,0.433638,,1000,428.58,433.638
2018-08-04,0.441039,0.428507,,1000,441.039,428.507
2018-08-03,0.430397,0.440571,,1000,430.397,440.571
2018-08-02,0.447016,0.430254,,1000,447.016,430.254
2018-08-01,0.435562,0.445852,,1000,435.562,445.852
2018-07-31,0.445892,0.435225,,1000,445.892,435.225
2018-07-30,0.453469,0.446107,,1000,453.469,446.107
2018-07-29,0.456606,0.453306,,1000,456.606,453.306
2018-07-28,0.454599,0.453667,,1000,454.599,453.667
2018-07-27,0.449623,0.453635,,1000,449.623,453.635
2018-07-26,0.459447,0.44992,,1000,459.447,449.92
2018-07-25,0.455842,0.459829,,1000,455.842,459.829
2018-07-24,0.445559,0.457623,,1000,445.559,457.623
2018-07-23,0.449121,0.445276,,1000,449.121,445.276
2018-07-22,0.455002,0.449311,,1000,455.002,449.311
2018-07-21,0.446219,0.45541,,1000,446.219,455.41
2018-07-20,0.476485,0.446994,,1000,476.485,446.994
2018-07-19,0.487577,0.476433,,1000,487.577,476.433
2018-07-18,0.505118,0.486389,,1000,505.118,486.389
2018-07-17,0.481301,0.505587,,1000,481.301,505.587
2018-07-16,0.446413,0.483401,,1000,446.413,483.401
2018-07-15,0.439095,0.445894,,1000,439.095,445.894
2018-07-14,0.438561,0.439271,,1000,438.561,439.271
2018-07-13,0.436514,0.438741,,1000,436.514,438.741
2018-07-12,0.449882,0.435364,,1000,449.882,435.364
2018-07-11,0.445127,0.450233,,1000,445.127,450.233
2018-07-10,0.473855,0.445042,,1000,473.855,445.042
2018-07-09,0.477291,0.47427,,1000,477.291,474.27
2018-07-08,0.492319,0.477749,,1000,492.319,477.749
2018-07-07,0.478617,0.492477,,1000,478.617,492.477
2018-07-06,0.480579,0.479151,,1000,480.579,479.151
2018-07-05,0.490422,0.481625,,1000,490.422,481.625
2018-07-04,0.485584,0.490043,,1000,485.584,490.043
2018-07-03,0.486259,0.485223,,1000,486.259,485.223
2018-07-02,0.461606,0.486122,,1000,461.606,486.122
2018-07-01,0.465944,0.461358,,1000,465.944,461.358
2018-06-30,0.454112,0.466245,,1000,454.112,466.245
2018-06-29,0.448354,0.45308,,1000,448.354,453.08
2018-06-28,0.47033,0.448458,,1000,470.33,448.458
2018-06-27,0.455551,0.47037,,1000,455.551,470.37
2018-06-26,0.482381,0.456001,,1000,482.381,456.001
2018-06-25,0.477106,0.481753,,1000,477.106,481.753
2018-06-24,0.491773,0.47738,,1000,491.773,477.38
2018-06-23,0.487309,0.491284,,1000,487.309,491.284
2018-06-22,0.535091,0.486947,,1000,535.091,486.947
2018-06-21,0.539228,0.534775,,1000,539.228,534.775
2018-06-20,0.549738,0.539286,,1000,549.738,539.286
2018-06-19,0.538614,0.549621,,1000,538.614,549.621
2018-06-18,0.52882,0.537495,,1000,528.82,537.495
2018-06-17,0.535536,0.528216,,1000,535.536,528.216
2018-06-16,0.537106,0.534784,,1000,537.106,534.784
2018-06-15,0.560062,0.537707,,1000,560.062,537.707
2018-06-14,0.535435,0.561306,,1000,535.435,561.306
2018-06-13,0.562845,0.534663,,1000,562.845,534.663
2018-06-12,0.602136,0.562933,,1000,602.136,562.933
2018-06-11,0.586198,0.604066,,1000,586.198,604.066
2018-06-10,0.659514,0.588126,,1000,659.514,588.126
2018-06-09,0.674778,0.659755,,1000,674.778,659.755
2018-06-08,0.677586,0.674343,,1000,677.586,674.343
2018-06-07,0.675313,0.678128,,1000,675.313,678.128
2018-06-06,0.677901,0.674797,,1000,677.901,674.797
2018-06-05,0.661898,0.677015,,1000,661.898,677.015
2018-06-04,0.692466,0.661425,,1000,692.466,661.425
2018-06-03,0.643412,0.671205,,1000,643.412,671.205
2018-06-02,0.623462,0.643451,,1000,623.462,643.451
2018-06-01,0.612893,0.623364,,1000,612.893,623.364
2018-05-31,0.603452,0.612622,,1000,603.452,612.622
2018-05-30,0.603769,0.605817,,1000,603.769,605.817
2018-05-29,0.556084,0.601241,,1000,556.084,601.241
2018-05-28,0.608368,0.552299,,1000,608.368,552.299
2018-05-27,0.61204,0.607881,,1000,612.04,607.881
2018-05-26,0.610118,0.612708,,1000,610.118,612.708
2018-05-25,0.632924,0.611001,,1000,632.924,611.001
2018-05-24,0.599207,0.631997,,1000,599.207,631.997
2018-05-23,0.648634,0.599594,,1000,648.634,599.594
2018-05-22,0.682151,0.645567,,1000,682.151,645.567
2018-05-21,0.700441,0.681587,,1000,700.441,681.587
2018-05-20,0.677258,0.700244,,1000,677.258,700.244
2018-05-19,0.680759,0.676713,,1000,680.759,676.713
2018-05-18,0.6654,0.680294,,1000,665.4,680.294
2018-05-17,0.713388,0.66731,,1000,713.388,667.31
2018-05-16,0.69592,0.714081,,1000,695.92,714.081
2018-05-15,0.738938,0.698588,,1000,738.938,698.588
2018-05-14,0.744701,0.740898,,1000,744.701,740.898
2018-05-13,0.698085,0.745748,,1000,698.085,745.748
2018-05-12,0.685772,0.696735,,1000,685.772,696.735
2018-05-11,0.756578,0.684948,,1000,756.578,684.948
2018-05-10,0.803212,0.758237,,1000,803.212,758.237
2018-05-09,0.813393,0.802043,,1000,813.393,802.043
2018-05-08,0.833086,0.81397,,1000,833.086,813.97
2018-05-07,0.871214,0.832641,,1000,871.214,832.641
2018-05-06,0.904235,0.871424,,1000,904.235,871.424
2018-05-05,0.895562,0.905103,,1000,895.562,905.103
2018-05-04,0.881536,0.895442,,1000,881.536,895.442
2018-05-03,0.85898,0.884466,,1000,858.98,884.466
2018-05-02,0.839355,0.859094,,1000,839.355,859.094
2018-05-01,0.838355,0.841407,,1000,838.355,841.407
2018-04-30,0.871404,0.837938,,1000,871.404,837.938
2018-04-29,0.864399,0.872778,,1000,864.399,872.778
2018-04-28,0.812063,0.863804,,1000,812.063,863.804
2018-04-27,0.851139,0.813885,,1000,851.139,813.885
2018-04-26,0.801774,0.852414,,1000,801.774,852.414
2018-04-25,0.932771,0.800607,,1000,932.771,800.607
2018-04-24,0.876012,0.934781,,1000,876.012,934.781
2018-04-23,0.866578,0.876657,,1000,866.578,876.657
2018-04-22,0.86682,0.869995,,1000,866.82,869.995
2018-04-21,0.925021,0.873103,,1000,925.021,873.103
2018-04-20,0.791172,0.924465,,1000,791.172,924.465
2018-04-19,0.712059,0.791976,,1000,712.059,791.976
2018-04-18,0.657052,0.708932,,1000,657.052,708.932
2018-04-17,0.66489,0.656933,,1000,664.89,656.933
2018-04-16,0.682296,0.663297,,1000,682.296,663.297
2018-04-15,0.634883,0.682534,,1000,634.883,682.534
2018-04-14,0.63738,0.632184,,1000,637.38,632.184
2018-04-13,0.630093,0.638087,,1000,630.093,638.087
2018-04-12,0.538657,0.628737,,1000,538.657,628.737
2018-04-11,0.492568,0.539506,,1000,492.568,539.506
2018-04-10,0.492134,0.491931,,1000,492.134,491.931
2018-04-09,0.501201,0.491855,,1000,501.201,491.855
2018-04-08,0.488227,0.500398,,1000,488.227,500.398
2018-04-07,0.476851,0.487867,,1000,476.851,487.867
2018-04-06,0.494781,0.476431,,1000,494.781,476.431
2018-04-05,0.50195,0.495801,,1000,501.95,495.801
2018-04-04,0.554569,0.501631,,1000,554.569,501.631
2018-04-03,0.501533,0.558044,,1000,501.533,558.044
2018-04-02,0.486067,0.500688,,1000,486.067,500.688
2018-04-01,0.513854,0.485081,,1000,513.854,485.081
2018-03-31,0.510617,0.512353,,1000,510.617,512.353
2018-03-30,0.513268,0.509565,,1000,513.268,509.565
2018-03-29,0.577767,0.511511,,1000,577.767,511.511
2018-03-28,0.577511,0.578002,,1000,577.511,578.002
2018-03-27,0.599026,0.577917,,1000,599.026,577.917
2018-03-26,0.642683,0.599463,,1000,642.683,599.463
2018-03-25,0.638632,0.641875,,1000,638.632,641.875
2018-03-24,0.646214,0.641265,,1000,646.214,641.265
2018-03-23,0.663111,0.643174,,1000,663.111,643.174
2018-03-22,0.693145,0.662743,,1000,693.145,662.743
2018-03-21,0.713055,0.693664,,1000,713.055,693.664
2018-03-20,0.736759,0.709808,,1000,736.759,709.808
2018-03-19,0.672126,0.74908,,1000,672.126,749.08
2018-03-18,0.634466,0.658777,,1000,634.466,658.777
2018-03-17,0.687745,0.637856,,1000,687.745,637.856
2018-03-16,0.699063,0.68926,,1000,699.063,689.26
2018-03-15,0.702913,0.697269,,1000,702.913,697.269
2018-03-14,0.789569,0.701902,,1000,789.569,701.902
2018-03-13,0.798451,0.789711,,1000,798.451,789.711
2018-03-12,0.832127,0.801048,,1000,832.127,801.048
2018-03-11,0.795765,0.831122,,1000,795.765,831.122
2018-03-10,0.854872,0.796627,,1000,854.872,796.627
2018-03-09,0.826122,0.849761,,1000,826.122,849.761
2018-03-08,0.872508,0.825857,,1000,872.508,825.857
2018-03-07,0.924378,0.87121,,1000,924.378,871.21
2018-03-06,0.954448,0.922887,,1000,954.448,922.887
2018-03-05,1.01,0.959368,,1000,1010,959.368
2018-03-04,0.906008,1.01,,1000,906.008,1010
2018-03-03,0.908786,0.907804,,1000,908.786,907.804
2018-03-02,0.926638,0.910144,,1000,926.638,910.144
2018-03-01,0.904131,0.928347,,1000,904.131,928.347
2018-02-28,0.944697,0.904583,,1000,944.697,904.583
2018-02-27,0.959302,0.947305,,1000,959.302,947.305
2018-02-26,0.943704,0.956859,,1000,943.704,956.859
2018-02-25,0.951977,0.943487,,1000,951.977,943.487
2018-02-24,0.997659,0.954402,,1000,997.659,954.402
2018-02-23,0.934176,0.998855,,1000,934.176,998.855
2018-02-22,1.01,0.941788,,1000,1010,941.788
2018-02-21,1.08,1.02,,1000,1080,1020
2018-02-20,1.14,1.09,,1000,1140,1090
2018-02-19,1.12,1.14,,1000,1120,1140
2018-02-18,1.2,1.12,,1000,1200,1120
2018-02-17,1.14,1.2,,1000,1140,1200
2018-02-16,1.14,1.14,,1000,1140,1140
2018-02-15,1.14,1.15,,1000,1140,1150
2018-02-14,1.03,1.14,,1000,1030,1140
2018-02-13,1.08,1.03,,1000,1080,1030
2018-02-12,1.01,1.08,,1000,1010,1080
2018-02-11,1.07,1,,1000,1070,1000
2018-02-10,0.947251,1.07,,1000,947.251,1070
2018-02-09,0.79714,0.954428,,1000,797.14,954.428
2018-02-08,0.729252,0.805263,,1000,729.252,805.263
2018-02-07,0.774576,0.723895,,1000,774.576,723.895
2018-02-06,0.705121,0.776393,,1000,705.121,776.393
2018-02-05,0.825943,0.691799,,1000,825.943,691.799
2018-02-04,0.913418,0.815703,,1000,913.418,815.703
2018-02-03,0.891992,0.924043,,1000,891.992,924.043
2018-02-02,0.960642,0.884784,,1000,960.642,884.784
2018-02-01,1.16,0.96253,,1000,1160,962.53
2018-01-31,1.13,1.16,,1000,1130,1160
2018-01-30,1.33,1.14,,1000,1330,1140
2018-01-29,1.4,1.32,,1000,1400,1320
2018-01-28,1.22,1.4,,1000,1220,1400
2018-01-27,1.22,1.22,,1000,1220,1220
2018-01-26,1.31,1.22,,1000,1310,1220
2018-01-25,1.36,1.31,,1000,1360,1310
2018-01-24,1.35,1.36,,1000,1350,1360
2018-01-23,1.35,1.34,,1000,1350,1340
2018-01-22,1.39,1.36,,1000,1390,1360
2018-01-21,1.58,1.38,,1000,1580,1380
2018-01-20,1.56,1.58,,1000,1560,1580
2018-01-19,1.58,1.55,,1000,1580,1550
2018-01-18,1.31,1.6,,1000,1310,1600
2018-01-17,1.18,1.31,,1000,1180,1310
2018-01-16,1.68,1.18,,1000,1680,1180
2018-01-15,1.86,1.68,,1000,1860,1680
2018-01-14,2.02,1.86,,1000,2020,1860
2018-01-13,2.05,2.02,,1000,2050,2020
2018-01-12,1.94,2.04,,1000,1940,2040
2018-01-11,1.98,1.95,,1000,1980,1950
2018-01-10,2.13,1.97,,1000,2130,1970
2018-01-09,2.44,2.1,,1000,2440,2100
2018-01-08,3.36,2.46,,1000,3360,2460
2018-01-07,3.09,3.38,,1000,3090,3380
2018-01-06,3.02,3.09,,1000,3020,3090
2018-01-05,3.3,3.05,,1000,3300,3050
2018-01-04,3.12,3.2,,1000,3120,3200
2018-01-03,2.46,3.11,,1000,2460,3110
2018-01-02,2.37,2.48,,1000,2370,2480
2018-01-01,2.3,2.39,,1000,2300,2390
2017-12-31,2.1,2.3,,1000,2100,2300
2017-12-30,2.2,2.16,,1000,2200,2160
2017-12-29,1.44,2.21,,1000,1440,2210
2017-12-28,1.39,1.43,,1000,1390,1430
2017-12-27,1.18,1.4,,1000,1180,1400
2017-12-26,1.12,1.19,,1000,1120,1190
2017-12-25,1.05,1.12,,1000,1050,1120
2017-12-24,1.18,1.04,,1000,1180,1040
2017-12-23,1.17,1.17,,1000,1170,1170
2017-12-22,1.17,1.14,,1000,1170,1140
